idx,primary_barrier,primary_action,sdg_alignment
1208,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1209,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1212,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1217,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1228,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1234,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1236,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1239,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1243,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1247,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1248,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1250,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1259,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1284,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1288,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1293,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1298,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1300,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1304,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1305,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
1315,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1317,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1318,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1320,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1321,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1327,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1337,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1340,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1345,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1353,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1358,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1367,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1368,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1371,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1372,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1375,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1384,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1385,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1393,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1396,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1399,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1405,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1410,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1412,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1414,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1421,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1429,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1432,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1436,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1437,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1444,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1445,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1447,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1448,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
1449,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1451,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1462,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1478,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1479,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1480,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1484,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1485,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1495,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1503,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1505,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1506,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1507,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1512,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1518,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1521,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1524,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1527,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1528,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1530,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1532,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1543,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1553,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1557,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
1559,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1561,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1565,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1566,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1572,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1574,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1579,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1580,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1581,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1582,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1583,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1584,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1587,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1588,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1592,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1593,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1595,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1597,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1600,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1601,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1609,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1615,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
1618,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1621,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1623,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1630,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1633,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1637,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1638,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1640,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1648,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1652,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1655,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1656,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1664,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1667,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1672,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1675,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1677,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1681,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1686,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1687,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1691,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1694,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1696,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1697,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1699,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1709,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
1710,inclusion_score,📊 Multi-factor intervention needed,"SDG 1, 4, 8, 10"
1713,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1715,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1716,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1717,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1718,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1722,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1726,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1727,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1731,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1732,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1735,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1745,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1749,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1750,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1751,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1752,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1754,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1757,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1759,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1763,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1765,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1766,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1769,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1778,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1782,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1784,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1786,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1788,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1789,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1798,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1802,age_x_education,🌍 General financial inclusion program,SDG 1: No Poverty
1806,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1808,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1821,edu_x_mobile,🌍 General financial inclusion program,SDG 1: No Poverty
1823,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1825,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1826,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1830,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1831,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1838,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1842,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1845,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1851,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1857,job_type_te,🌍 General financial inclusion program,SDG 1: No Poverty
1865,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1866,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1868,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
1869,cellphone_access,📱 Mobile money bridge,"SDG 9: Industry, Innovation & Infrastructure"
1873,age_of_respondent,🌍 General financial inclusion program,SDG 1: No Poverty
